"lower_cutoff","upper_cutoff","balanced_accuracy","minimum_class_accuracy","false_reassurance","false_reassurance_upper","robust_identification","robust_identification_lower","median_ordering_ok","feasible"
59,67,0.562222222222222,0.353333333333333,0.285555555555556,0.310934330014598,0.618888888888889,0.591942131867314,TRUE,FALSE
58,67,0.56037037037037,0.402222222222222,0.34,0.366417745602656,0.618888888888889,0.591942131867314,TRUE,FALSE
60,67,0.56037037037037,0.286666666666667,0.224444444444444,0.248126250477097,0.618888888888889,0.591942131867314,TRUE,FALSE
61,67,0.559259259259259,0.245555555555556,0.186666666666667,0.208957958796125,0.618888888888889,0.591942131867314,TRUE,FALSE
57,67,0.558518518518519,0.424444444444444,0.367777777777778,0.394575698236436,0.618888888888889,0.591942131867314,TRUE,FALSE
