"family","calibration_unit","endpoint","conclusion_type","status","cutoff_fragile","cutoff_robust","version","source","supported_conditions"
"linear_model","lm_ancova_v2","coefficient","significant","uncalibrated",NA,NA,"lm-ancova-v2-2026-1","manuscript/calibration/studies/lm_ancova_v2/published","no_feasible_thresholds; candidate_hash:3dc2a1f840b3eb725bea629dc130f070; jackknife-light two-band (Fragile/Not fragile) attempt fail-closed; weights fragility=0.5 bootstrap=0.5 jackknife=0; held-out not opened; categorical labels suppressed; Welch 55/70 is not an ANCOVA fallback; numeric scores and component metrics only"
