"scenario_id","truth_class","n","design_layer","analysis_conclusion","status","overall_score","fragility_component","bootstrap_reproducibility","jackknife_stability"
"lm_ancova_v2_core_n160_r2_40_null","null",160,"core","significant","completed",30.0204081632653,2.04081632653061,58,71.25
"lm_ancova_v2_core_n160_r2_40_null","null",160,"core","significant","completed",44.1020408163265,10.2040816326531,78,100
"lm_ancova_v2_core_n160_r2_40_null","null",160,"core","significant","completed",31.0408163265306,4.08163265306122,58,100
"lm_ancova_v2_core_n160_r2_40_null","null",160,"core","significant","completed",38.0612244897959,6.12244897959184,70,100
"lm_ancova_v2_core_n160_r2_40_null","null",160,"core","significant","completed",37.0612244897959,6.12244897959184,68,100
"lm_ancova_v2_core_n160_r2_40_null","null",160,"core","significant","completed",46.1224489795918,12.2448979591837,80,100
"lm_ancova_v2_core_n160_r2_40_null","null",160,"core","significant","completed",35.0612244897959,6.12244897959184,64,100
"lm_ancova_v2_core_n160_r2_40_null","null",160,"core","significant","completed",36.0408163265306,4.08163265306122,68,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",35.0612244897959,6.12244897959184,64,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",44.1224489795918,12.2448979591837,76,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",55.2040816326531,20.4081632653061,90,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",67.3469387755102,34.6938775510204,100,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",40.0816326530612,8.16326530612245,72,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",31.0204081632653,2.04081632653061,60,61.25
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",48.1428571428571,14.2857142857143,82,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",36.0816326530612,8.16326530612245,64,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",55.1836734693878,18.3673469387755,92,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",69.3877551020408,38.7755102040816,100,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",34.0612244897959,6.12244897959184,62,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",22.0204081632653,2.04081632653061,42,90.625
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",47.1020408163265,10.2040816326531,84,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",42.0816326530612,8.16326530612245,76,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",44.1428571428571,14.2857142857143,74,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",56.1632653061224,16.3265306122449,96,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",34.0408163265306,4.08163265306122,64,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",42.1020408163265,10.2040816326531,74,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",28.0204081632653,2.04081632653061,54,93.125
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",61.265306122449,26.530612244898,96,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",34.0612244897959,6.12244897959184,62,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",45.0816326530612,8.16326530612245,82,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",57.2244897959184,22.4489795918367,92,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",53.1224489795918,12.2448979591837,94,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",57.2040816326531,20.4081632653061,94,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",51.1632653061224,16.3265306122449,86,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",46.1020408163265,10.2040816326531,82,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",58.265306122449,26.530612244898,90,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",61.2448979591837,24.4897959183673,98,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",41.0612244897959,6.12244897959184,76,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",58.1836734693878,18.3673469387755,98,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",66.3469387755102,34.6938775510204,98,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",36.0408163265306,4.08163265306122,68,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",65.3265306122449,32.6530612244898,98,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",37.0612244897959,6.12244897959184,68,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",27.0204081632653,2.04081632653061,52,92.5
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",46.1020408163265,10.2040816326531,82,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",51.1632653061224,16.3265306122449,86,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",42.0816326530612,8.16326530612245,76,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",43.0816326530612,8.16326530612245,78,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",33.0408163265306,4.08163265306122,62,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",51.1224489795918,12.2448979591837,90,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",29.0204081632653,2.04081632653061,56,88.75
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",37.0408163265306,4.08163265306122,70,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",51.1836734693878,18.3673469387755,84,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",41.1020408163265,10.2040816326531,72,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",36.0612244897959,6.12244897959184,66,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",44.1224489795918,12.2448979591837,76,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",54.1632653061224,16.3265306122449,92,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",41.0816326530612,8.16326530612245,74,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",50.1836734693878,18.3673469387755,82,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",41.0816326530612,8.16326530612245,74,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",38.0816326530612,8.16326530612245,68,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",64.3265306122449,32.6530612244898,96,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",44.1428571428571,14.2857142857143,74,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",52.1224489795918,12.2448979591837,92,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",54.1428571428571,14.2857142857143,94,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",26.0204081632653,2.04081632653061,50,58.125
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",53.1428571428571,14.2857142857143,92,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",52.1428571428571,14.2857142857143,90,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",60.2448979591837,24.4897959183673,96,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",42.0816326530612,8.16326530612245,76,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",31.0408163265306,4.08163265306122,58,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",36.0816326530612,8.16326530612245,64,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",58.2244897959184,22.4489795918367,94,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",34.0408163265306,4.08163265306122,64,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",55.1836734693878,18.3673469387755,92,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",27.0408163265306,4.08163265306122,50,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",55.2244897959184,22.4489795918367,88,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",61.2448979591837,24.4897959183673,98,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",43.0816326530612,8.16326530612245,78,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",55.1836734693878,18.3673469387755,92,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",31.0204081632653,2.04081632653061,60,94.375
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",41.0816326530612,8.16326530612245,74,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",54.2244897959184,22.4489795918367,86,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",39.0816326530612,8.16326530612245,70,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",36.0612244897959,6.12244897959184,66,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",53.2040816326531,20.4081632653061,86,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",53.1428571428571,14.2857142857143,92,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",43.1020408163265,10.2040816326531,76,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",31.0816326530612,8.16326530612245,54,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",66.3265306122449,32.6530612244898,100,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",46.1224489795918,12.2448979591837,80,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",47.1020408163265,10.2040816326531,84,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",44.1428571428571,14.2857142857143,74,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",52.1836734693878,18.3673469387755,86,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",65.3061224489796,30.6122448979592,100,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",29.0408163265306,4.08163265306122,54,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",40.1020408163265,10.2040816326531,70,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",29.0204081632653,2.04081632653061,56,98.125
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",42.0612244897959,6.12244897959184,78,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",54.1632653061224,16.3265306122449,92,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",42.1020408163265,10.2040816326531,74,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",30.0408163265306,4.08163265306122,56,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",32.0408163265306,4.08163265306122,60,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",44.1020408163265,10.2040816326531,78,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",33.0612244897959,6.12244897959184,60,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",64.3061224489796,30.6122448979592,98,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",33.0612244897959,6.12244897959184,60,100
"lm_ancova_v2_core_n160_r2_70_borderline","borderline",160,"core","significant","completed",58.2040816326531,20.4081632653061,96,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",67.3469387755102,34.6938775510204,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",53.2040816326531,20.4081632653061,86,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",36.0612244897959,6.12244897959184,66,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",55.1836734693878,18.3673469387755,92,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",51.1428571428571,14.2857142857143,88,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",73.469387755102,46.9387755102041,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",42.1020408163265,10.2040816326531,74,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",39.0816326530612,8.16326530612245,70,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",76.530612244898,53.0612244897959,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",65.3061224489796,30.6122448979592,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",54.1836734693878,18.3673469387755,90,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",74.4897959183673,48.9795918367347,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",41.1224489795918,12.2448979591837,70,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",46.1224489795918,12.2448979591837,80,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",58.2040816326531,20.4081632653061,96,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",67.3469387755102,34.6938775510204,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",81.6326530612245,63.265306122449,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",46.0612244897959,6.12244897959184,86,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",63.265306122449,26.530612244898,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",35.0612244897959,6.12244897959184,64,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",59.2244897959184,22.4489795918367,96,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",34.0408163265306,4.08163265306122,64,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",75.5102040816327,51.0204081632653,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",66.3469387755102,34.6938775510204,98,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",68.3673469387755,36.734693877551,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",45.1224489795918,12.2448979591837,78,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",50.1836734693878,18.3673469387755,82,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",68.3877551020408,38.7755102040816,98,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",39.0612244897959,6.12244897959184,72,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",60.2040816326531,20.4081632653061,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",44.1428571428571,14.2857142857143,74,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",56.2040816326531,20.4081632653061,92,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",54.1836734693878,18.3673469387755,90,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",56.1632653061224,16.3265306122449,96,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",86.734693877551,73.469387755102,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",61.2448979591837,24.4897959183673,98,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",58.2448979591837,24.4897959183673,92,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",62.265306122449,26.530612244898,98,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",62.265306122449,26.530612244898,98,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",19.0204081632653,2.04081632653061,36,87.5
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",53.1632653061224,16.3265306122449,90,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",61.265306122449,26.530612244898,96,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",78.5714285714286,57.1428571428571,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",51.1632653061224,16.3265306122449,86,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",64.3061224489796,30.6122448979592,98,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",33.0408163265306,4.08163265306122,62,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",63.3061224489796,30.6122448979592,96,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",46.1428571428571,14.2857142857143,78,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",31.0612244897959,6.12244897959184,56,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",69.4081632653061,40.8163265306122,98,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",61.2857142857143,28.5714285714286,94,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",43.1020408163265,10.2040816326531,76,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",63.265306122449,26.530612244898,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",52.1428571428571,14.2857142857143,90,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",71.4285714285714,42.8571428571429,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",61.265306122449,26.530612244898,96,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",62.2857142857143,28.5714285714286,96,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",39.0612244897959,6.12244897959184,72,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",81.6326530612245,63.265306122449,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",68.3673469387755,36.734693877551,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",62.2857142857143,28.5714285714286,96,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",71.4285714285714,42.8571428571429,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",51.1428571428571,14.2857142857143,88,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",62.265306122449,26.530612244898,98,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",63.3061224489796,30.6122448979592,96,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",75.5102040816327,51.0204081632653,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",50.1428571428571,14.2857142857143,86,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",29.0204081632653,2.04081632653061,56,53.75
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",49.1224489795918,12.2448979591837,86,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",55.1836734693878,18.3673469387755,92,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",71.4285714285714,42.8571428571429,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",37.0612244897959,6.12244897959184,68,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",62.265306122449,26.530612244898,98,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",61.2448979591837,24.4897959183673,98,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",63.3061224489796,30.6122448979592,96,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",61.265306122449,26.530612244898,96,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",37.0816326530612,8.16326530612245,66,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",61.2857142857143,28.5714285714286,94,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",72.4489795918367,44.8979591836735,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",63.2857142857143,28.5714285714286,98,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",63.2857142857143,28.5714285714286,98,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",60.2448979591837,24.4897959183673,96,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",68.3673469387755,36.734693877551,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",54.1632653061224,16.3265306122449,92,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",62.265306122449,26.530612244898,98,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",34.0408163265306,4.08163265306122,64,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",57.2040816326531,20.4081632653061,94,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",63.3061224489796,30.6122448979592,96,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",38.0816326530612,8.16326530612245,68,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",65.3061224489796,30.6122448979592,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",35.0612244897959,6.12244897959184,64,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",71.4285714285714,42.8571428571429,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",55.1836734693878,18.3673469387755,92,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",68.3673469387755,36.734693877551,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",49.1428571428571,14.2857142857143,84,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",53.1428571428571,14.2857142857143,92,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",50.1224489795918,12.2448979591837,88,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",64.2857142857143,28.5714285714286,100,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",57.2244897959184,22.4489795918367,92,100
"lm_ancova_v2_core_n160_r2_70_clear","clear",160,"core","significant","completed",62.2857142857143,28.5714285714286,96,100
"lm_ancova_v2_core_n160_r2_70_null","null",160,"core","significant","completed",55.1428571428571,14.2857142857143,96,100
"lm_ancova_v2_core_n160_r2_70_null","null",160,"core","significant","completed",27.0408163265306,4.08163265306122,50,100
"lm_ancova_v2_core_n160_r2_70_null","null",160,"core","significant","completed",35.0612244897959,6.12244897959184,64,100
"lm_ancova_v2_core_n160_r2_70_null","null",160,"core","significant","completed",30.0204081632653,2.04081632653061,58,71.25
"lm_ancova_v2_core_n160_r2_70_null","null",160,"core","significant","completed",42.1224489795918,12.2448979591837,72,100
"lm_ancova_v2_core_n160_r2_70_null","null",160,"core","significant","completed",23.0204081632653,2.04081632653061,44,85
"lm_ancova_v2_core_n160_r2_70_null","null",160,"core","significant","completed",41.0816326530612,8.16326530612245,74,100
"lm_ancova_v2_core_n160_r2_70_null","null",160,"core","significant","completed",30.0612244897959,6.12244897959184,54,100
"lm_ancova_v2_core_n160_r2_70_null","null",160,"core","significant","completed",29.0204081632653,2.04081632653061,56,99.375
"lm_ancova_v2_core_n160_r2_70_null","null",160,"core","significant","completed",31.0408163265306,4.08163265306122,58,100
"lm_ancova_v2_core_n160_r2_70_null","null",160,"core","significant","completed",50.1224489795918,12.2448979591837,88,100
"lm_ancova_v2_core_n160_r2_70_null","null",160,"core","significant","completed",32.0408163265306,4.08163265306122,60,100
"lm_ancova_v2_core_n160_r2_70_null","null",160,"core","significant","completed",30.0204081632653,2.04081632653061,58,82.5
"lm_ancova_v2_core_n160_r2_70_null","null",160,"core","significant","completed",43.1020408163265,10.2040816326531,76,100
"lm_ancova_v2_core_n160_r2_70_null","null",160,"core","significant","completed",23.0204081632653,2.04081632653061,44,91.25
"lm_ancova_v2_core_n40_r2_10_borderline","borderline",40,"core","significant","completed",58.3846153846154,30.7692307692308,86,100
"lm_ancova_v2_core_n40_r2_10_borderline","borderline",40,"core","significant","completed",80.7692307692308,61.5384615384615,100,100
"lm_ancova_v2_core_n40_r2_10_borderline","borderline",40,"core","significant","completed",62.2307692307692,38.4615384615385,86,100
"lm_ancova_v2_core_n40_r2_10_borderline","borderline",40,"core","significant","completed",36.8461538461538,7.69230769230769,66,75
"lm_ancova_v2_core_n40_r2_10_borderline","borderline",40,"core","significant","completed",73.9230769230769,53.8461538461538,94,100
"lm_ancova_v2_core_n40_r2_10_borderline","borderline",40,"core","significant","completed",70.0769230769231,46.1538461538462,94,100
"lm_ancova_v2_core_n40_r2_10_borderline","borderline",40,"core","significant","completed",65.2307692307692,38.4615384615385,92,100
"lm_ancova_v2_core_n40_r2_10_borderline","borderline",40,"core","significant","completed",83.6153846153846,69.2307692307692,98,100
"lm_ancova_v2_core_n40_r2_10_borderline","borderline",40,"core","significant","completed",31.8461538461539,7.69230769230769,56,32.5
"lm_ancova_v2_core_n40_r2_10_borderline","borderline",40,"core","significant","completed",31.8461538461539,7.69230769230769,56,87.5
"lm_ancova_v2_core_n40_r2_10_borderline","borderline",40,"core","significant","completed",38.8461538461538,7.69230769230769,70,95
"lm_ancova_v2_core_n40_r2_10_borderline","borderline",40,"core","significant","completed",40.6923076923077,15.3846153846154,66,100
"lm_ancova_v2_core_n40_r2_10_borderline","borderline",40,"core","significant","completed",75.9230769230769,53.8461538461538,98,100
"lm_ancova_v2_core_n40_r2_10_borderline","borderline",40,"core","significant","completed",32.8461538461538,7.69230769230769,58,90
